date,type,symbol,quantity,price,amount,account
2023-08-15,BUY,DEMO-PEP,0.1625,181.67,29.52,Demo Roth IRA
2023-08-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2023-08-15,DIVIDEND,DEMO-VOO,0,0,41.34,Demo Roth IRA
2023-08-15,DIVIDEND,DEMO-V,0,0,11.92,Demo Roth IRA
2023-08-15,DIVIDEND,DEMO-MA,0,0,13.29,Demo Roth IRA
2023-08-15,DIVIDEND,DEMO-PEP,0,0,29.52,Demo Roth IRA
2023-08-15,BUY,DEMO-VTI,1.7368,259.09,449.99,Demo Taxable Brokerage
2023-08-15,BUY,DEMO-VTI,0.14,259.09,36.27,Demo Taxable Brokerage
2023-08-15,BUY,DEMO-JPM,0.24,198.19,47.57,Demo Taxable Brokerage
2023-08-15,BUY,DEMO-HD,0.22,345.11,75.92,Demo Taxable Brokerage
2023-08-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-VTI,0,0,36.27,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-JNJ,0,0,52.69,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-PG,0,0,39.15,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-KO,0,0,19.08,Demo Taxable Brokerage
2023-08-15,REINVESTMENT,DEMO-KO,0.300047,63.59,19.08,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-XOM,0,0,20.63,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-CVX,0,0,37.44,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-JPM,0,0,47.57,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-HD,0,0,75.92,Demo Taxable Brokerage
2023-08-15,DIVIDEND,DEMO-WMT,0,0,8.4,Demo Taxable Brokerage
2023-09-15,BUY,DEMO-VOO,1.263,506.73,640.0,Demo 401k
2023-09-15,BUY,DEMO-BND,1.8808,85.07,160.0,Demo 401k
2023-09-15,DEPOSIT,,0,0,800.0,Demo 401k
2023-09-15,BUY,DEMO-VOO,0.9867,506.73,499.99,Demo Roth IRA
2023-09-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2023-09-15,BUY,DEMO-VTI,1.7023,264.35,450.0,Demo Taxable Brokerage
2023-09-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2023-10-15,BUY,DEMO-VOO,1.287,497.29,640.01,Demo 401k
2023-10-15,BUY,DEMO-BND,1.841,86.91,160.0,Demo 401k
2023-10-15,DEPOSIT,,0,0,800.0,Demo 401k
2023-10-15,BUY,DEMO-VOO,1.0054,497.29,499.98,Demo Roth IRA
2023-10-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2023-10-15,BUY,DEMO-VTI,1.6986,264.92,449.99,Demo Taxable Brokerage
2023-10-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2023-11-15,BUY,DEMO-VOO,1.3206,484.64,640.02,Demo 401k
2023-11-15,BUY,DEMO-BND,1.8167,88.07,160.0,Demo 401k
2023-11-15,DEPOSIT,,0,0,800.0,Demo 401k
2023-11-15,BUY,DEMO-VOO,1.0317,484.64,500.0,Demo Roth IRA
2023-11-15,BUY,DEMO-VOO,0.0813,484.64,39.4,Demo Roth IRA
2023-11-15,BUY,DEMO-V,0.0438,266.9,11.69,Demo Roth IRA
2023-11-15,BUY,DEMO-MA,0.0312,438.13,13.67,Demo Roth IRA
2023-11-15,BUY,DEMO-PEP,0.1625,190.2,30.91,Demo Roth IRA
2023-11-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2023-11-15,DIVIDEND,DEMO-VOO,0,0,39.38,Demo Roth IRA
2023-11-15,DIVIDEND,DEMO-V,0,0,11.68,Demo Roth IRA
2023-11-15,DIVIDEND,DEMO-MA,0,0,13.69,Demo Roth IRA
2023-11-15,DIVIDEND,DEMO-PEP,0,0,30.91,Demo Roth IRA
2023-11-15,BUY,DEMO-VTI,1.7232,261.14,450.0,Demo Taxable Brokerage
2023-11-15,BUY,DEMO-VTI,0.14,261.14,36.56,Demo Taxable Brokerage
2023-11-15,BUY,DEMO-JPM,0.24,188.47,45.23,Demo Taxable Brokerage
2023-11-15,BUY,DEMO-HD,0.22,382.98,84.26,Demo Taxable Brokerage
2023-11-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-VTI,0,0,36.56,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-JNJ,0,0,49.75,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-PG,0,0,37.46,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-KO,0,0,18.07,Demo Taxable Brokerage
2023-11-15,REINVESTMENT,DEMO-KO,0.300017,60.23,18.07,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-XOM,0,0,24.18,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-CVX,0,0,46.5,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-JPM,0,0,45.23,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-HD,0,0,84.26,Demo Taxable Brokerage
2023-11-15,DIVIDEND,DEMO-WMT,0,0,8.44,Demo Taxable Brokerage
2023-12-15,BUY,DEMO-VOO,1.3501,474.04,640.0,Demo 401k
2023-12-15,BUY,DEMO-BND,1.8167,88.07,160.0,Demo 401k
2023-12-15,DEPOSIT,,0,0,800.0,Demo 401k
2023-12-15,BUY,DEMO-VOO,1.0548,474.04,500.02,Demo Roth IRA
2023-12-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2023-12-15,BUY,DEMO-VTI,1.7667,254.71,450.0,Demo Taxable Brokerage
2023-12-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-01-15,BUY,DEMO-VOO,1.3612,470.16,639.98,Demo 401k
2024-01-15,BUY,DEMO-BND,1.8395,86.98,160.0,Demo 401k
2024-01-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-01-15,BUY,DEMO-VOO,1.0635,470.16,500.02,Demo Roth IRA
2024-01-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-01-15,BUY,DEMO-VTI,1.8126,248.26,450.0,Demo Taxable Brokerage
2024-01-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-02-15,BUY,DEMO-VOO,1.3456,475.61,639.98,Demo 401k
2024-02-15,BUY,DEMO-BND,1.8742,85.37,160.0,Demo 401k
2024-02-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-02-15,BUY,DEMO-VOO,1.0513,475.61,500.01,Demo Roth IRA
2024-02-15,BUY,DEMO-VOO,0.0812,475.61,38.62,Demo Roth IRA
2024-02-15,BUY,DEMO-V,0.0438,301.66,13.21,Demo Roth IRA
2024-02-15,BUY,DEMO-MA,0.0313,493.61,15.45,Demo Roth IRA
2024-02-15,BUY,DEMO-PEP,0.1625,184.14,29.92,Demo Roth IRA
2024-02-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-02-15,DIVIDEND,DEMO-VOO,0,0,38.64,Demo Roth IRA
2024-02-15,DIVIDEND,DEMO-V,0,0,13.2,Demo Roth IRA
2024-02-15,DIVIDEND,DEMO-MA,0,0,15.43,Demo Roth IRA
2024-02-15,DIVIDEND,DEMO-PEP,0,0,29.92,Demo Roth IRA
2024-02-15,BUY,DEMO-VTI,1.8411,244.42,450.0,Demo Taxable Brokerage
2024-02-15,BUY,DEMO-VTI,0.14,244.42,34.22,Demo Taxable Brokerage
2024-02-15,BUY,DEMO-JPM,0.24,185.09,44.42,Demo Taxable Brokerage
2024-02-15,BUY,DEMO-HD,0.22,409.08,90.0,Demo Taxable Brokerage
2024-02-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-VTI,0,0,34.22,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-JNJ,0,0,48.78,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-PG,0,0,38.19,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-KO,0,0,18.49,Demo Taxable Brokerage
2024-02-15,REINVESTMENT,DEMO-KO,0.300016,61.63,18.49,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-XOM,0,0,27.84,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-CVX,0,0,47.52,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-JPM,0,0,44.42,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-HD,0,0,90.0,Demo Taxable Brokerage
2024-02-15,DIVIDEND,DEMO-WMT,0,0,8.06,Demo Taxable Brokerage
2024-03-15,BUY,DEMO-VOO,1.3059,490.09,640.01,Demo 401k
2024-03-15,BUY,DEMO-BND,1.9036,84.05,160.0,Demo 401k
2024-03-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-03-15,BUY,DEMO-VOO,1.0202,490.09,499.99,Demo Roth IRA
2024-03-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-03-15,BUY,DEMO-VTI,1.8364,245.05,450.01,Demo Taxable Brokerage
2024-03-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-04-15,BUY,DEMO-VOO,1.254,510.37,640.0,Demo 401k
2024-04-15,BUY,DEMO-BND,1.9111,83.72,160.0,Demo 401k
2024-04-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-04-15,BUY,DEMO-VOO,0.9797,510.37,500.01,Demo Roth IRA
2024-04-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-04-15,BUY,DEMO-VTI,1.7955,250.62,449.99,Demo Taxable Brokerage
2024-04-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-05-15,BUY,DEMO-VOO,1.2045,531.36,640.02,Demo 401k
2024-05-15,BUY,DEMO-BND,1.8913,84.6,160.0,Demo 401k
2024-05-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-05-15,BUY,DEMO-VOO,0.941,531.36,500.01,Demo Roth IRA
2024-05-15,BUY,DEMO-VOO,0.0812,531.36,43.15,Demo Roth IRA
2024-05-15,BUY,DEMO-V,0.0438,305.51,13.38,Demo Roth IRA
2024-05-15,BUY,DEMO-MA,0.0312,479.83,14.97,Demo Roth IRA
2024-05-15,BUY,DEMO-PEP,0.1625,179.08,29.1,Demo Roth IRA
2024-05-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-05-15,DIVIDEND,DEMO-VOO,0,0,43.17,Demo Roth IRA
2024-05-15,DIVIDEND,DEMO-V,0,0,13.37,Demo Roth IRA
2024-05-15,DIVIDEND,DEMO-MA,0,0,14.99,Demo Roth IRA
2024-05-15,DIVIDEND,DEMO-PEP,0,0,29.1,Demo Roth IRA
2024-05-15,BUY,DEMO-VTI,1.7307,260.01,450.0,Demo Taxable Brokerage
2024-05-15,BUY,DEMO-VTI,0.14,260.01,36.4,Demo Taxable Brokerage
2024-05-15,BUY,DEMO-JPM,0.24,214.59,51.5,Demo Taxable Brokerage
2024-05-15,BUY,DEMO-HD,0.22,372.88,82.03,Demo Taxable Brokerage
2024-05-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-VTI,0,0,36.4,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-JNJ,0,0,52.52,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-PG,0,0,40.88,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-KO,0,0,19.74,Demo Taxable Brokerage
2024-05-15,REINVESTMENT,DEMO-KO,0.3,65.8,19.74,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-XOM,0,0,21.85,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-CVX,0,0,39.39,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-JPM,0,0,51.5,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-HD,0,0,82.03,Demo Taxable Brokerage
2024-05-15,DIVIDEND,DEMO-WMT,0,0,8.59,Demo Taxable Brokerage
2024-06-15,BUY,DEMO-VOO,1.1686,547.66,640.0,Demo 401k
2024-06-15,BUY,DEMO-BND,1.8531,86.34,160.0,Demo 401k
2024-06-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-06-15,BUY,DEMO-VOO,0.913,547.66,500.01,Demo Roth IRA
2024-06-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-06-15,BUY,DEMO-VTI,1.6613,270.88,450.01,Demo Taxable Brokerage
2024-06-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-07-15,BUY,DEMO-VOO,1.1526,555.29,640.03,Demo 401k
2024-07-15,BUY,DEMO-BND,1.8139,88.21,160.0,Demo 401k
2024-07-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-07-15,BUY,DEMO-VOO,0.9004,555.29,499.98,Demo Roth IRA
2024-07-15,BUY,DEMO-META,2.8823,416.33,1199.99,Demo Roth IRA
2024-07-15,DEPOSIT,,0,0,1700.0,Demo Roth IRA
2024-07-15,BUY,DEMO-VTI,1.605,280.38,450.01,Demo Taxable Brokerage
2024-07-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-08-15,BUY,DEMO-VOO,1.1573,553.0,639.99,Demo 401k
2024-08-15,BUY,DEMO-BND,1.7899,89.39,160.0,Demo 401k
2024-08-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-08-15,BUY,DEMO-VOO,0.9042,553.0,500.02,Demo Roth IRA
2024-08-15,BUY,DEMO-PEP,6.3512,188.94,1200.0,Demo Roth IRA
2024-08-15,BUY,DEMO-VOO,0.0812,553.0,44.9,Demo Roth IRA
2024-08-15,BUY,DEMO-V,0.0438,287.02,12.57,Demo Roth IRA
2024-08-15,BUY,DEMO-MA,0.0312,466.01,14.54,Demo Roth IRA
2024-08-15,BUY,DEMO-PEP,0.1625,188.94,30.7,Demo Roth IRA
2024-08-15,DEPOSIT,,0,0,1700.0,Demo Roth IRA
2024-08-15,DIVIDEND,DEMO-VOO,0,0,44.93,Demo Roth IRA
2024-08-15,DIVIDEND,DEMO-V,0,0,12.56,Demo Roth IRA
2024-08-15,DIVIDEND,DEMO-MA,0,0,14.56,Demo Roth IRA
2024-08-15,DIVIDEND,DEMO-PEP,0,0,30.7,Demo Roth IRA
2024-08-15,BUY,DEMO-VTI,1.573,286.08,450.0,Demo Taxable Brokerage
2024-08-15,BUY,DEMO-VTI,0.14,286.08,40.05,Demo Taxable Brokerage
2024-08-15,BUY,DEMO-JPM,0.24,190.27,45.66,Demo Taxable Brokerage
2024-08-15,BUY,DEMO-HD,0.22,388.55,85.48,Demo Taxable Brokerage
2024-08-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-VTI,0,0,40.05,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-JNJ,0,0,54.27,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-PG,0,0,41.11,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-KO,0,0,19.02,Demo Taxable Brokerage
2024-08-15,REINVESTMENT,DEMO-KO,0.3,63.4,19.02,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-XOM,0,0,25.61,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-CVX,0,0,48.93,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-JPM,0,0,45.66,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-HD,0,0,85.48,Demo Taxable Brokerage
2024-08-15,DIVIDEND,DEMO-WMT,0,0,9.32,Demo Taxable Brokerage
2024-09-15,BUY,DEMO-VOO,1.1793,542.69,639.99,Demo 401k
2024-09-15,BUY,DEMO-BND,1.7899,89.39,160.0,Demo 401k
2024-09-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-09-15,BUY,DEMO-VOO,0.9213,542.69,499.98,Demo Roth IRA
2024-09-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-09-15,BUY,DEMO-VTI,1.5696,286.7,450.0,Demo Taxable Brokerage
2024-09-15,BUY,DEMO-AAPL,10.9452,228.41,2499.99,Demo Taxable Brokerage
2024-09-15,DEPOSIT,,0,0,3000.0,Demo Taxable Brokerage
2024-10-15,BUY,DEMO-VOO,1.2101,528.89,640.01,Demo 401k
2024-10-15,BUY,DEMO-BND,1.8124,88.28,160.0,Demo 401k
2024-10-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-10-15,BUY,DEMO-VOO,0.9454,528.89,500.01,Demo Roth IRA
2024-10-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-10-15,BUY,DEMO-VTI,1.5924,282.6,450.01,Demo Taxable Brokerage
2024-10-15,BUY,DEMO-BAC,51.7491,48.31,2500.0,Demo Taxable Brokerage
2024-10-15,DEPOSIT,,0,0,3000.0,Demo Taxable Brokerage
2024-11-15,BUY,DEMO-VOO,1.2371,517.32,639.98,Demo 401k
2024-11-15,BUY,DEMO-BND,1.8465,86.65,160.0,Demo 401k
2024-11-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-11-15,BUY,DEMO-VOO,0.9665,517.32,499.99,Demo Roth IRA
2024-11-15,BUY,DEMO-VOO,0.0812,517.32,42.01,Demo Roth IRA
2024-11-15,BUY,DEMO-V,0.0438,315.8,13.83,Demo Roth IRA
2024-11-15,BUY,DEMO-MA,0.0312,526.55,16.43,Demo Roth IRA
2024-11-15,BUY,DEMO-PEP,0.1625,197.8,32.14,Demo Roth IRA
2024-11-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2024-11-15,DIVIDEND,DEMO-VOO,0,0,42.03,Demo Roth IRA
2024-11-15,DIVIDEND,DEMO-V,0,0,13.82,Demo Roth IRA
2024-11-15,DIVIDEND,DEMO-MA,0,0,16.45,Demo Roth IRA
2024-11-15,DIVIDEND,DEMO-PEP,0,0,32.14,Demo Roth IRA
2024-11-15,BUY,DEMO-VTI,1.6325,275.65,450.0,Demo Taxable Brokerage
2024-11-15,BUY,DEMO-VTI,0.14,275.65,38.59,Demo Taxable Brokerage
2024-11-15,BUY,DEMO-JPM,0.24,209.71,50.33,Demo Taxable Brokerage
2024-11-15,BUY,DEMO-HD,0.22,436.66,96.07,Demo Taxable Brokerage
2024-11-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-VTI,0,0,38.59,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-JNJ,0,0,51.24,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-PG,0,0,39.34,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-KO,0,0,18.69,Demo Taxable Brokerage
2024-11-15,REINVESTMENT,DEMO-KO,0.300048,62.29,18.69,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-XOM,0,0,29.5,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-CVX,0,0,49.99,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-JPM,0,0,50.33,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-HD,0,0,96.07,Demo Taxable Brokerage
2024-11-15,DIVIDEND,DEMO-WMT,0,0,9.04,Demo Taxable Brokerage
2024-12-15,BUY,DEMO-VOO,1.2474,513.08,640.02,Demo 401k
2024-12-15,BUY,DEMO-BND,1.8755,85.31,160.0,Demo 401k
2024-12-15,DEPOSIT,,0,0,800.0,Demo 401k
2024-12-15,BUY,DEMO-VOO,0.9745,513.08,500.0,Demo Roth IRA
2024-12-15,BUY,DEMO-COST,1.7497,685.83,1200.0,Demo Roth IRA
2024-12-15,DEPOSIT,,0,0,1700.0,Demo Roth IRA
2024-12-15,BUY,DEMO-VTI,1.675,268.66,450.01,Demo Taxable Brokerage
2024-12-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2025-01-15,BUY,DEMO-VOO,1.233,519.04,639.98,Demo 401k
2025-01-15,BUY,DEMO-BND,1.8828,84.98,160.0,Demo 401k
2025-01-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-01-15,BUY,DEMO-VOO,0.9633,519.04,499.99,Demo Roth IRA
2025-01-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2025-01-15,BUY,DEMO-VTI,1.7013,264.51,450.01,Demo Taxable Brokerage
2025-01-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2025-02-15,BUY,DEMO-VOO,1.1966,534.83,639.98,Demo 401k
2025-02-15,BUY,DEMO-BND,1.8633,85.87,160.0,Demo 401k
2025-02-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-02-15,BUY,DEMO-VOO,0.9349,534.83,500.01,Demo Roth IRA
2025-02-15,BUY,DEMO-VOO,0.0812,534.83,43.43,Demo Roth IRA
2025-02-15,BUY,DEMO-V,0.0438,338.69,14.83,Demo Roth IRA
2025-02-15,BUY,DEMO-MA,0.0312,540.92,16.88,Demo Roth IRA
2025-02-15,BUY,DEMO-PEP,0.1625,191.5,31.12,Demo Roth IRA
2025-02-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2025-02-15,DIVIDEND,DEMO-VOO,0,0,43.45,Demo Roth IRA
2025-02-15,DIVIDEND,DEMO-V,0,0,14.82,Demo Roth IRA
2025-02-15,DIVIDEND,DEMO-MA,0,0,16.9,Demo Roth IRA
2025-02-15,DIVIDEND,DEMO-PEP,0,0,31.12,Demo Roth IRA
2025-02-15,BUY,DEMO-VTI,1.6969,265.19,450.0,Demo Taxable Brokerage
2025-02-15,BUY,DEMO-VTI,0.14,265.19,37.13,Demo Taxable Brokerage
2025-02-15,BUY,DEMO-JPM,0.24,222.45,53.39,Demo Taxable Brokerage
2025-02-15,BUY,DEMO-HD,0.22,410.83,90.38,Demo Taxable Brokerage
2025-02-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-VTI,0,0,37.13,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-JNJ,0,0,50.24,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-PG,0,0,40.1,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-KO,0,0,20.13,Demo Taxable Brokerage
2025-02-15,REINVESTMENT,DEMO-KO,0.300045,67.09,20.13,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-XOM,0,0,23.15,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-CVX,0,0,41.44,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-JPM,0,0,53.39,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-HD,0,0,90.38,Demo Taxable Brokerage
2025-02-15,DIVIDEND,DEMO-WMT,0,0,8.86,Demo Taxable Brokerage
2025-03-15,BUY,DEMO-VOO,1.1491,556.97,640.01,Demo 401k
2025-03-15,BUY,DEMO-BND,1.8257,87.64,160.0,Demo 401k
2025-03-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-03-15,BUY,DEMO-VOO,0.8977,556.97,499.99,Demo Roth IRA
2025-03-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2025-03-15,BUY,DEMO-VTI,1.6592,271.22,450.01,Demo Taxable Brokerage
2025-03-15,BUY,DEMO-XOM,36.1376,69.18,2500.0,Demo Taxable Brokerage
2025-03-15,DEPOSIT,,0,0,3000.0,Demo Taxable Brokerage
2025-04-15,BUY,DEMO-VOO,1.1037,579.88,640.01,Demo 401k
2025-04-15,BUY,DEMO-BND,1.7871,89.53,160.0,Demo 401k
2025-04-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-04-15,BUY,DEMO-VOO,0.8622,579.88,499.97,Demo Roth IRA
2025-04-15,BUY,DEMO-TSLA,4.3076,278.58,1200.01,Demo Roth IRA
2025-04-15,DEPOSIT,,0,0,1700.0,Demo Roth IRA
2025-04-15,BUY,DEMO-VTI,1.5993,281.38,450.01,Demo Taxable Brokerage
2025-04-15,BUY,DEMO-KO,36.8243,67.89,2500.0,Demo Taxable Brokerage
2025-04-15,DEPOSIT,,0,0,3000.0,Demo Taxable Brokerage
2025-05-15,BUY,DEMO-VOO,1.0708,597.66,639.97,Demo 401k
2025-05-15,BUY,DEMO-BND,1.7635,90.73,160.0,Demo 401k
2025-05-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-05-15,BUY,DEMO-VOO,0.8366,597.66,500.0,Demo Roth IRA
2025-05-15,BUY,DEMO-V,3.7964,316.09,1200.0,Demo Roth IRA
2025-05-15,BUY,DEMO-MA,2.3666,507.05,1199.98,Demo Roth IRA
2025-05-15,BUY,DEMO-VOO,0.0813,597.66,48.59,Demo Roth IRA
2025-05-15,BUY,DEMO-V,0.0438,316.09,13.84,Demo Roth IRA
2025-05-15,BUY,DEMO-MA,0.0313,507.05,15.87,Demo Roth IRA
2025-05-15,BUY,DEMO-PEP,0.1625,186.25,30.27,Demo Roth IRA
2025-05-15,DEPOSIT,,0,0,2900.0,Demo Roth IRA
2025-05-15,DIVIDEND,DEMO-VOO,0,0,48.56,Demo Roth IRA
2025-05-15,DIVIDEND,DEMO-V,0,0,13.83,Demo Roth IRA
2025-05-15,DIVIDEND,DEMO-MA,0,0,15.85,Demo Roth IRA
2025-05-15,DIVIDEND,DEMO-PEP,0,0,30.27,Demo Roth IRA
2025-05-15,BUY,DEMO-VTI,1.5351,293.15,450.01,Demo Taxable Brokerage
2025-05-15,BUY,DEMO-VTI,0.14,293.15,41.04,Demo Taxable Brokerage
2025-05-15,BUY,DEMO-JPM,0.24,199.52,47.88,Demo Taxable Brokerage
2025-05-15,BUY,DEMO-HD,0.22,398.28,87.62,Demo Taxable Brokerage
2025-05-15,DEPOSIT,,0,0,500.0,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-VTI,0,0,41.04,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-JNJ,0,0,54.1,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-PG,0,0,42.93,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-KO,0,0,20.07,Demo Taxable Brokerage
2025-05-15,REINVESTMENT,DEMO-KO,0.299955,66.91,20.07,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-XOM,0,0,27.14,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-CVX,0,0,51.47,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-JPM,0,0,47.88,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-HD,0,0,87.62,Demo Taxable Brokerage
2025-05-15,DIVIDEND,DEMO-WMT,0,0,9.72,Demo Taxable Brokerage
2025-05-15,SELL,DEMO-DIS,8.0,141.93,1135.44,Demo Taxable Brokerage
2025-06-02,BUY,DEMO-DIS,8.0,131.87,1054.96,Demo Taxable Brokerage
2025-06-15,BUY,DEMO-VOO,1.0561,605.99,639.99,Demo 401k
2025-06-15,BUY,DEMO-BND,1.7635,90.73,160.0,Demo 401k
2025-06-15,DEPOSIT,,0,0,800.0,Demo 401k
2025-06-15,BUY,DEMO-VOO,0.8251,605.99,500.0,Demo Roth IRA
2025-06-15,DEPOSIT,,0,0,500.0,Demo Roth IRA
2025-06-15,BUY,DEMO-VTI,1.483,303.43,449.99,Demo Taxable Brokerage
2025-06-15,BUY,DEMO-JNJ,12.6557,197.54,2500.01,Demo Taxable Brokerage
2025-06-15,BUY,DEMO-DIS,19.8855,125.72,2500.01,Demo Taxable Brokerage
2025-06-15,DEPOSIT,,0,0,5500.0,Demo Taxable Brokerage
2025-07-15,BUY,DEMO-VOO,1.0605,603.48,639.99,Demo 401k
