date,symbol,close
2024-10-15,JPM,196.03
2024-10-15,BAC,48.31
2024-10-15,HD,426.37
2024-10-15,WMT,65.82
2024-10-15,DIS,160.74
2024-10-15,V,301.72
2024-10-15,MA,503.94
2024-10-15,UNH,509.11
2024-10-15,COST,640.67
2024-10-15,PEP,196.43
2024-10-15,META,584.4
2024-10-15,NVDA,412.43
2024-10-15,TSLA,227.03
2024-11-15,VTI,275.65
2024-11-15,VOO,517.32
2024-11-15,BND,86.65
2024-11-15,AAPL,210.81
2024-11-15,MSFT,432.19
2024-11-15,GOOGL,182.8
2024-11-15,AMZN,200.04
2024-11-15,JNJ,183.0
2024-11-15,PG,163.9
2024-11-15,KO,62.29
2024-11-15,XOM,89.38
2024-11-15,CVX,138.86
2024-11-15,JPM,209.71
2024-11-15,BAC,52.21
2024-11-15,HD,436.66
2024-11-15,WMT,64.54
2024-11-15,DIS,146.39
2024-11-15,V,315.8
2024-11-15,MA,526.55
2024-11-15,UNH,482.42
2024-11-15,COST,660.35
2024-11-15,PEP,197.8
2024-11-15,META,508.84
2024-11-15,NVDA,425.01
2024-11-15,TSLA,272.97
2024-12-15,VTI,268.66
2024-12-15,VOO,513.08
2024-12-15,BND,85.31
2024-12-15,AAPL,196.52
2024-12-15,MSFT,468.07
2024-12-15,GOOGL,172.47
2024-12-15,AMZN,213.49
2024-12-15,JNJ,179.65
2024-12-15,PG,163.19
2024-12-15,KO,63.67
2024-12-15,XOM,83.68
2024-12-15,CVX,128.24
2024-12-15,JPM,222.32
2024-12-15,BAC,54.44
2024-12-15,HD,436.17
2024-12-15,WMT,63.36
2024-12-15,DIS,129.67
2024-12-15,V,329.07
2024-12-15,MA,542.5
2024-12-15,UNH,468.54
2024-12-15,COST,685.83
2024-12-15,PEP,197.14
2024-12-15,META,436.36
2024-12-15,NVDA,550.86
2024-12-15,TSLA,361.57
2025-01-15,VTI,264.51
2025-01-15,VOO,519.04
2025-01-15,BND,84.98
2025-01-15,AAPL,195.16
2025-01-15,MSFT,499.47
2025-01-15,GOOGL,183.38
2025-01-15,AMZN,243.05
2025-01-15,JNJ,178.29
2025-01-15,PG,164.28
2025-01-15,KO,65.48
2025-01-15,XOM,76.0
2025-01-15,CVX,118.7
2025-01-15,JPM,227.28
2025-01-15,BAC,53.81
2025-01-15,HD,425.96
2025-01-15,WMT,62.81
2025-01-15,DIS,126.49
2025-01-15,V,337.45
2025-01-15,MA,547.36
2025-01-15,UNH,475.71
2025-01-15,COST,711.28
2025-01-15,PEP,194.78
2025-01-15,META,446.47
2025-01-15,NVDA,632.97
2025-01-15,TSLA,371.94
2025-02-15,VTI,265.19
2025-02-15,VOO,534.83
2025-02-15,BND,85.87
2025-02-15,AAPL,209.54
2025-02-15,MSFT,510.68
2025-02-15,GOOGL,206.61
2025-02-15,AMZN,267.96
2025-02-15,JNJ,179.43
2025-02-15,PG,167.07
2025-02-15,KO,67.09
2025-02-15,XOM,70.16
2025-02-15,CVX,115.11
2025-02-15,JPM,222.45
2025-02-15,BAC,50.81
2025-02-15,HD,410.83
2025-02-15,WMT,63.26
2025-02-15,DIS,139.16
2025-02-15,V,338.69
2025-02-15,MA,540.92
2025-02-15,UNH,502.39
2025-02-15,COST,730.78
2025-02-15,PEP,191.5
2025-02-15,META,537.04
2025-02-15,NVDA,569.49
2025-02-15,TSLA,290.78
2025-03-15,VTI,271.22
2025-03-15,VOO,556.97
2025-03-15,BND,87.64
2025-03-15,AAPL,230.6
2025-03-15,MSFT,497.63
2025-03-15,GOOGL,220.66
2025-03-15,AMZN,270.67
2025-03-15,JNJ,182.89
2025-03-15,PG,171.03
2025-03-15,KO,67.99
2025-03-15,XOM,69.18
2025-03-15,CVX,119.57
2025-03-15,JPM,211.42
2025-03-15,BAC,47.32
2025-03-15,HD,397.58
2025-03-15,WMT,64.74
2025-03-15,DIS,154.17
2025-03-15,V,333.27
2025-03-15,MA,527.35
2025-03-15,UNH,537.83
2025-03-15,COST,740.22
2025-03-15,PEP,188.37
2025-03-15,META,624.55
2025-03-15,NVDA,460.07
2025-03-15,TSLA,231.69
2025-04-15,VTI,281.38
2025-04-15,VOO,579.88
2025-04-15,BND,89.53
2025-04-15,AAPL,244.02
2025-04-15,MSFT,470.57
2025-04-15,GOOGL,212.94
2025-04-15,AMZN,250.21
2025-04-15,JNJ,187.88
2025-04-15,PG,175.28
2025-04-15,KO,67.89
2025-04-15,XOM,73.83
2025-04-15,CVX,130.42
2025-04-15,JPM,201.53
2025-04-15,BAC,45.53
2025-04-15,HD,392.34
2025-04-15,WMT,66.97
2025-04-15,DIS,155.85
2025-04-15,V,324.23
2025-04-15,MA,513.66
2025-04-15,UNH,567.03
2025-04-15,COST,738.66
2025-04-15,PEP,186.38
2025-04-15,META,626.7
2025-04-15,NVDA,474.11
2025-04-15,TSLA,278.58
2025-05-15,VTI,293.15
2025-05-15,VOO,597.66
2025-05-15,BND,90.73
2025-05-15,AAPL,241.04
2025-05-15,MSFT,448.3
2025-05-15,GOOGL,192.59
2025-05-15,AMZN,223.18
2025-05-15,JNJ,193.2
2025-05-15,PG,178.86
2025-05-15,KO,66.91
2025-05-15,XOM,82.24
2025-05-15,CVX,142.98
2025-05-15,JPM,199.52
2025-05-15,BAC,46.66
2025-05-15,HD,398.28
2025-05-15,WMT,69.4
2025-05-15,DIS,141.93
2025-05-15,V,316.09
2025-05-15,MA,507.05
2025-05-15,UNH,577.74
2025-05-15,COST,728.69
2025-05-15,PEP,186.25
2025-05-15,META,545.67
2025-05-15,NVDA,614.49
2025-05-15,TSLA,368.99
2025-06-15,VTI,303.43
2025-06-15,VOO,605.99
2025-06-15,BND,90.73
2025-06-15,AAPL,225.22
2025-06-15,MSFT,447.24
2025-06-15,GOOGL,181.7
2025-06-15,AMZN,211.48
2025-06-15,JNJ,197.54
2025-06-15,PG,181.01
2025-06-15,KO,65.51
2025-06-15,XOM,90.74
2025-06-15,CVX,151.72
2025-06-15,JPM,207.62
2025-06-15,BAC,50.22
2025-06-15,HD,414.28
2025-06-15,WMT,71.45
2025-06-15,DIS,125.72
2025-06-15,V,313.09
2025-06-15,MA,512.16
2025-06-15,UNH,566.28
2025-06-15,COST,715.68
2025-06-15,PEP,188.19
2025-06-15,META,467.94
2025-06-15,NVDA,706.09
2025-06-15,TSLA,379.57
2025-07-15,VTI,309.59
2025-07-15,VOO,603.48
2025-07-15,BND,89.61
2025-07-15,AAPL,209.95
2025-07-15,MSFT,471.64
2025-07-15,GOOGL,193.2
2025-07-15,AMZN,225.69
2025-07-15,JNJ,199.85
2025-07-15,PG,181.31
2025-07-15,KO,64.3
2025-07-15,XOM,95.58
2025-07-15,CVX,152.84
2025-07-15,JPM,222.12
2025-07-15,BAC,54.28
2025-07-15,HD,435.39
2025-07-15,WMT,72.63
2025-07-15,DIS,122.64
2025-07-15,V,317.61
2025-07-15,MA,529.22
2025-07-15,UNH,539.36
2025-07-15,COST,706.09
2025-07-15,PEP,191.88
2025-07-15,META,478.78
2025-07-15,NVDA,635.27
2025-07-15,TSLA,296.75
2025-08-15,VTI,310.27
2025-08-15,VOO,592.24
2025-08-15,BND,87.94
2025-08-15,AAPL,208.49
2025-08-15,MSFT,510.79
2025-08-15,GOOGL,217.67
2025-08-15,AMZN,256.95
2025-08-15,JNJ,199.63
2025-08-15,PG,179.87
2025-08-15,KO,63.82
2025-08-15,XOM,94.69
2025-08-15,CVX,146.09
2025-08-15,JPM,235.47
2025-08-15,BAC,56.6
2025-08-15,HD,454.61
2025-08-15,WMT,72.71
2025-08-15,DIS,134.92
2025-08-15,V,329.14
2025-08-15,MA,553.85
2025-08-15,UNH,511.08
2025-08-15,COST,705.48
2025-08-15,PEP,196.49
2025-08-15,META,575.91
2025-08-15,NVDA,513.22
2025-08-15,TSLA,236.45
2025-09-15,VTI,305.83
2025-09-15,VOO,577.18
2025-09-15,BND,86.59
2025-09-15,AAPL,223.86
2025-09-15,MSFT,545.06
2025-09-15,GOOGL,232.48
2025-09-15,AMZN,283.28
2025-09-15,JNJ,197.06
2025-09-15,PG,177.24
2025-09-15,KO,64.36
2025-09-15,XOM,88.66
2025-09-15,CVX,134.91
2025-09-15,JPM,240.72
2025-09-15,BAC,55.95
2025-09-15,HD,465.58
2025-09-15,WMT,71.83
2025-09-15,DIS,149.47
2025-09-15,V,344.49
2025-09-15,MA,578.71
2025-09-15,UNH,496.38
2025-09-15,COST,716.62
2025-09-15,PEP,200.98
2025-09-15,META,669.76
2025-09-15,NVDA,528.87
2025-09-15,TSLA,284.3
2025-10-15,VTI,298.31
2025-10-15,VOO,564.55
2025-10-15,BND,86.25
2025-10-15,AAPL,246.36
2025-10-15,MSFT,557.3
2025-10-15,GOOGL,224.34
2025-10-15,AMZN,286.15
2025-10-15,JNJ,192.94
2025-10-15,PG,174.33
2025-10-15,KO,65.79
2025-10-15,XOM,80.52
2025-10-15,CVX,124.88
2025-10-15,JPM,235.6
2025-10-15,BAC,52.82
2025-10-15,HD,465.06
2025-10-15,WMT,70.43
2025-10-15,DIS,151.1
2025-10-15,V,358.97
2025-10-15,MA,596.23
2025-10-15,UNH,503.98
2025-10-15,COST,738.64
2025-10-15,PEP,204.29
2025-10-15,META,672.06
2025-10-15,NVDA,685.47
2025-10-15,TSLA,376.57
2025-11-15,VTI,290.75
2025-11-15,VOO,559.93
2025-11-15,BND,87.15
2025-11-15,AAPL,260.7
2025-11-15,MSFT,543.06
2025-11-15,GOOGL,202.91
2025-11-15,AMZN,264.51
2025-11-15,JNJ,188.49
2025-11-15,PG,172.1
2025-11-15,KO,67.65
2025-11-15,XOM,74.33
2025-11-15,CVX,121.1
2025-11-15,JPM,223.92
2025-11-15,BAC,49.19
2025-11-15,HD,454.17
2025-11-15,WMT,69.14
2025-11-15,DIS,137.61
2025-11-15,V,368.11
2025-11-15,MA,601.57
2025-11-15,UNH,532.24
2025-11-15,COST,767.14
2025-11-15,PEP,205.72
2025-11-15,META,585.16
2025-11-15,NVDA,787.66
2025-11-15,TSLA,387.37
2025-12-15,VTI,286.25
2025-12-15,VOO,566.42
2025-12-15,BND,88.95
2025-12-15,AAPL,257.51
2025-12-15,MSFT,513.53
2025-12-15,GOOGL,191.44
2025-12-15,AMZN,235.94
2025-12-15,JNJ,185.03
2025-12-15,PG,171.35
2025-12-15,KO,69.32
2025-12-15,XOM,73.29
2025-12-15,CVX,125.79
2025-12-15,JPM,213.44
2025-12-15,BAC,47.33
2025-12-15,HD,438.05
2025-12-15,WMT,68.55
2025-12-15,DIS,121.89
2025-12-15,V,369.47
2025-12-15,MA,594.5
2025-12-15,UNH,569.79
2025-12-15,COST,795.6
2025-12-15,PEP,205.03
2025-12-15,META,501.81
2025-12-15,NVDA,708.66
2025-12-15,TSLA,302.84
2026-01-15,VTI,286.99
2026-01-15,VOO,583.66
2026-01-15,BND,90.87
2026-01-15,AAPL,240.61
2026-01-15,MSFT,489.22
2026-01-15,GOOGL,203.55
2026-01-15,AMZN,223.57
2026-01-15,JNJ,183.64
2026-01-15,PG,172.49
2026-01-15,KO,70.24
2026-01-15,XOM,78.22
2026-01-15,CVX,137.2
2026-01-15,JPM,211.32
2026-01-15,BAC,48.51
2026-01-15,HD,423.91
2026-01-15,WMT,69.04
2026-01-15,DIS,118.91
2026-01-15,V,363.55
2026-01-15,MA,579.58
2026-01-15,UNH,600.72
2026-01-15,COST,817.41
2026-01-15,PEP,202.57
2026-01-15,META,513.44
2026-01-15,NVDA,572.5
2026-01-15,TSLA,241.3
2026-02-15,VTI,293.51
2026-02-15,VOO,607.82
2026-02-15,BND,92.08
2026-02-15,AAPL,224.3
2026-02-15,MSFT,488.06
2026-02-15,GOOGL,229.33
2026-02-15,AMZN,238.6
2026-02-15,JNJ,184.81
2026-02-15,PG,175.43
2026-02-15,KO,70.14
2026-02-15,XOM,87.12
2026-02-15,CVX,150.42
2026-02-15,JPM,219.9
2026-02-15,BAC,52.21
2026-02-15,HD,418.33
2026-02-15,WMT,70.65
2026-02-15,DIS,130.81
2026-02-15,V,353.69
2026-02-15,MA,564.53
2026-02-15,UNH,612.07
2026-02-15,COST,827.97
2026-02-15,PEP,199.16
2026-02-15,META,617.59
2026-02-15,NVDA,589.97
2026-02-15,TSLA,290.14
2026-03-15,VTI,304.51
2026-03-15,VOO,632.82
2026-03-15,BND,92.09
2026-03-15,AAPL,222.74
2026-03-15,MSFT,514.69
2026-03-15,GOOGL,244.93
2026-03-15,AMZN,271.64
2026-03-15,JNJ,188.37
2026-03-15,PG,179.58
2026-03-15,KO,69.13
2026-03-15,XOM,96.13
2026-03-15,CVX,159.62
2026-03-15,JPM,235.25
2026-03-15,BAC,56.43
2026-03-15,HD,424.66
2026-03-15,WMT,73.08
2026-03-15,DIS,144.92
2026-03-15,V,344.81
2026-03-15,MA,557.27
2026-03-15,UNH,599.93
2026-03-15,COST,826.23
2026-03-15,PEP,195.9
2026-03-15,META,718.24
2026-03-15,NVDA,764.66
2026-03-15,TSLA,384.3
2026-04-15,VTI,317.24
2026-04-15,VOO,652.23
2026-04-15,BND,90.95
2026-04-15,AAPL,239.16
2026-04-15,MSFT,557.42
2026-04-15,GOOGL,236.36
2026-04-15,AMZN,299.48
2026-04-15,JNJ,193.52
2026-04-15,PG,184.04
2026-04-15,KO,67.68
2026-04-15,XOM,101.26
2026-04-15,CVX,160.8
2026-04-15,JPM,249.39
2026-04-15,BAC,58.84
2026-04-15,HD,441.72
2026-04-15,WMT,75.74
2026-04-15,DIS,146.49
2026-04-15,V,341.54
2026-04-15,MA,562.89
2026-04-15,UNH,571.41
2026-04-15,COST,815.08
2026-04-15,PEP,193.83
2026-04-15,META,720.7
2026-04-15,NVDA,878.64
2026-04-15,TSLA,395.32
2026-05-15,VTI,328.37
2026-05-15,VOO,661.31
2026-05-15,BND,89.26
2026-05-15,AAPL,263.2
2026-05-15,MSFT,594.81
2026-05-15,GOOGL,213.78
2026-05-15,AMZN,302.51
2026-05-15,JNJ,198.99
2026-05-15,PG,187.81
2026-05-15,KO,66.43
2026-05-15,XOM,100.31
2026-05-15,CVX,153.69
2026-05-15,JPM,254.96
2026-05-15,BAC,58.16
2026-05-15,HD,464.23
2026-05-15,WMT,77.98
2026-05-15,DIS,133.42
2026-05-15,V,346.47
2026-05-15,MA,581.63
2026-05-15,UNH,541.45
2026-05-15,COST,800.52
2026-05-15,PEP,193.7
2026-05-15,META,627.52
2026-05-15,NVDA,790.52
2026-05-15,TSLA,309.06
2026-06-15,VTI,335.04
2026-06-15,VOO,658.58
2026-06-15,BND,87.88
2026-06-15,AAPL,278.52
2026-06-15,MSFT,608.17
2026-06-15,GOOGL,201.69
2026-06-15,AMZN,279.63
2026-06-15,JNJ,203.46
2026-06-15,PG,190.06
2026-06-15,KO,65.94
2026-06-15,XOM,93.92
2026-06-15,CVX,141.93
2026-06-15,JPM,249.53
2026-06-15,BAC,54.91
2026-06-15,HD,484.72
2026-06-15,WMT,79.26
2026-06-15,DIS,118.17
2026-06-15,V,359.04
2026-06-15,MA,608.7
2026-06-15,UNH,525.87
2026-06-15,COST,789.8
2026-06-15,PEP,195.72
2026-06-15,META,538.14
2026-06-15,NVDA,638.64
2026-06-15,TSLA,246.26
2026-07-15,VTI,335.77
2026-07-15,VOO,646.31
2026-07-15,BND,87.54
2026-07-15,AAPL,275.11
2026-07-15,MSFT,592.63
2026-07-15,GOOGL,214.45
2026-07-15,AMZN,249.43
2026-07-15,JNJ,205.85
2026-07-15,PG,190.38
2026-07-15,KO,66.5
2026-07-15,XOM,85.3
2026-07-15,CVX,131.38
2026-07-15,JPM,237.17
2026-07-15,BAC,51.14
2026-07-15,HD,496.42
2026-07-15,WMT,79.34
2026-07-15,DIS,115.28
2026-07-15,V,375.79
2026-07-15,MA,636.02
2026-07-15,UNH,533.92
2026-07-15,COST,789.11
2026-07-15,PEP,199.55
2026-07-15,META,550.6
2026-07-15,NVDA,658.12
2026-07-15,TSLA,296.1
2026-08-15,VTI,330.97
2026-08-15,VOO,629.87
2026-08-15,BND,88.45
2026-08-15,AAPL,257.05
2026-08-15,MSFT,560.4
2026-08-15,GOOGL,241.62
2026-08-15,AMZN,236.35
2026-08-15,JNJ,205.62
2026-08-15,PG,188.86
2026-08-15,KO,67.97
2026-08-15,XOM,78.74
2026-08-15,CVX,127.41
2026-08-15,JPM,226.06
2026-08-15,BAC,49.21
2026-08-15,HD,495.86
2026-08-15,WMT,78.38
2026-08-15,DIS,126.83
2026-08-15,V,391.58
2026-08-15,MA,655.28
2026-08-15,UNH,563.87
2026-08-15,COST,801.58
2026-08-15,PEP,204.35
2026-08-15,META,662.29
2026-08-15,NVDA,852.99
2026-08-15,TSLA,392.2
